Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
Data Scientist,$60K-$105K (Glassdoor est.),"What You’ll Do:
You’ll work with our product, growth, marketing and leadership teams to answer core business questions, uncover insights, and develop key product features:
Analyze and understand how users interact with our platform and features, and improve our platform
Manage the design and execution of experiments, models, and other analyses to drive strategic decision making
Communicate your findings directly and via visualizations
Develop data-driven features that drive new products
Help define and shape a data-driven culture and experimentation mindset
Required Experience:
This is a full stack data engineering plus data science role. Need to be very strong in Data Engineering.
Database querying: Postgres, S3, Redis
Using relevant tools and services: Redshift, S3, Spark, Hadoop, Hive, Periscope, and third-party analytics services
Using advanced algorithms and statistics: regression, simulation, scenario analysis, modeling, clustering, segmenting, decision trees
The ideal candidate will have:
Demonstrated ability to learn and master new technologies and techniques
Experience coordinating and communicating across teams
A master's degree or higher in Computer Science, Statistics or related fields
Required skills include: Python, PostgreSQL, S3, Redis",5.0,"LaBine & Associates Talent Acquisition Services
5.0","Brooklyn, NY",-1,1 to 50 Employees,2013,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1
Data Science & Tagging Analyst,$60K-$105K (Glassdoor est.),"Xator seeks enthusiastic, positive, and proactive self-starters to join our team. Our leadership aims to attract and retain the best and brightest employees, maintain an environment built on trust and pride, and encourage individual and team achievements. We uphold ourselves to an exceptional professional standard of conduct, setting ourselves apart from our competition.

Xator is dedicated to creating and maintaining a lifelong learning environment. We encourage forward-thinking, innovation, and out-of-the-box ideas in an inclusive environment. Our training and continuing education programs allows us to constantly improve services and deliver innovation to our customers. We invest in our employees and they, in turn, advance our clients' mission.

Clearance Requirement: Active or Current TS w/ a current SCI and Polygraph.

POSITION OVERVIEW

We are seeking Data Science & Tagging Analysts at various skill levels to support our customer in Bethesda, MD to provide Data Science & Tagging support. The ideal candidate will have experience working with the ODNI, a strong background in data science and tagging, and exceptional communication skills (verbal and written).

DUTIES AND RESPONSIBILITIES (ESSENTIAL FUNCTIONS)

The Contractor shall assist the Government to mine and analyze data from various databases to drive optimization and improvement of strategy and policy development. The Contractor shall develop custom data models and algorithms to apply to data sets. The Contractor shall recommend, develop and support implementation of best practices for standardizing data across its lifecycle through engineering, development and governance.

The Contractor shall advise on a range of Enterprise and IC data management matters through their application of substantive, analytical, operational, program management, and/or IC expertise.

JOB REQUIREMENTS AND QUALIFICATIONS

Education
Degree MUST be in one of the following fields -- Computer Information Systems, Computer Science, Database Administration, Data Science, Engineering, IT Management, Mathematics, or Statistics (or another quantitative field).
Experience
Minimum five (5) years of experience manipulating data sets and building statistical models, and familiarity with:
Coding knowledge and experience with several languages (C, C++, Java, JavaScript, etc.);
Statistical and data mining techniques (Regression, Random Forest, Boosting, Trees, text mining, social network analysis, etc.);
Querying databases and using statistical computer languages (R, Python, etc.);
Using web services (Redshift, Spark, DigitalOcean, etc.); and
Creating and using advanced machine learning algorithms and statistics (regression, simulation, scenario analysis, modeling, clustering, decision trees, neural networks, etc.).
Strong problem solving skills with an emphasis on product development.
Proven ability to drive business results with data-based insights.
Demonstrated expertise with developing and implementing data management strategies, processes, and technical solutions.
Demonstrated expertise with one of the key data management knowledge areas: data management, data quality, metadata management, data governance, data modeling and design, data storage and operations, data integration and operability, document and content management, reference and master data.
Outstanding oral and written communication skills with the ability to conduct independent research, filter and synthesize data, and produce clear, logical, and concise recommendations to policy and decision-making data management and governance professionals.
Outstanding interpersonal skills, including the ability to work independently and in a team or collaborative environment, to work with all levels of employees from support staff to senior leadership, and to be proactive and responsive in communicating with all stakeholders.
Knowledge of advanced statistical techniques and concepts (regression, properties of distributions, statistical tests and proper usage, etc.) and experience with applications.
Expert
Doctorate (PhD) in approved field AND a minimum of eight (8) years of experience in associated field; OR
Masters degree in approved field AND a minimum of ten (10) years of experience in associated field; OR
Bachelors degree in approved field AND a minimum of twelve (12) years of experience in associated field; OR
Associates degree in approved field AND a minimum of fourteen (14) years of experience in associated field.
High School/GED AND a minimum of sixteen (16) years of experience in associated field.
No Degree AND 20 years of experience in intelligence analysis/counterintelligence.
Senior
Doctorate (PhD) in approved field AND a minimum of six (6) years of experience in associated field; OR
Masters degree in approved field AND a minimum of eight (8) years of experience in associated field; OR
Bachelors degree in approved field AND a minimum of ten (10) years of experience in associated field; OR
Associates degree in approved field AND a minimum of twelve (12) years of experience in associated field.
High School/GED AND a minimum of fourteen (14) years of experience associated field.
No Degree AND sixteen (16) years of experience in associated field.
Specialized Knowledge/Skills Requirements
Experience analyzing data from 3rd party providers (Google Analytics, Site Catalyst, Coremetrics, Adwords, Crimson Hexagon, Facebook Insights, etc.).
Experience visualizing/presenting data for stakeholders using (Periscope, Business Objects, etc.).
Demonstrated expertise managing competing priorities while maintaining a high level of attention to detail; demonstrated ability to work effectively with senior leaders in a high profile and demanding office.
Outstanding analytical and critical thinking skills, including the demonstrated ability to think strategically, identify needs and requirements, and develop recommendations and solutions.
Outstanding leadership and managerial capabilities, including the ability to effectively direct tasking, and assess and manage performance.
Knowledge of the IC, ODNI, DoD, and the overall national security apparatus
IND123

Equal Opportunity Statement
Xator Corporation, and its Subsidiaries, provides equal opportunity to all applicants for employment as required by and/or consistent with applicable country law and company policy. Consistent with the foregoing, Xator Corporation provides qualified applicants consideration for employment without regard to race, color, religion, sex, national origin, age, disability, veterans’ status, citizenship, sexual orientation, gender identity or any other status(s) protected by law. In the United States, Xator Corporation ensures nondiscrimination in all programs and activities in accordance with Title VI of the Civil Rights Act of 1964.

Powered by JazzHR",2.9,"Xator Corporation
2.9","Bethesda, MD",-1,501 to 1000 Employees,-1,Contract,IT Services,Information Technology,$25 to $50 million (USD),-1
Data Scientist,$60K-$105K (Glassdoor est.),"Company information

Coverent is a specialized consulting services firm focused on developing innovative solutions to the most challenging problems facing our nation. We are growing quickly, but focused on maintaining our commitment to fantastic results and a fair, flexible, and fun culture:
Are you interested in working for a boutique firm who sees its employees as more than just a number?
Are you intrigued by the notion of joining a small team of talented, passionate consultants with a clear vision to help our clients achieve their missions better, smarter, faster?
Does a company culture that emphasizes outcomes, fairness, and flexibility sound appealing?
Would you like to be rewarded for your contributions, via programs like annual bonuses and company profit sharing?
Would you appreciate having a choice of options from top-notch benefit providers for medical and retirement plans?
Are you interested in a learning culture that is forward-leaning regarding training, education, and professional development?
If you answer YES to these questions, Coverent could be the employer of choice for you. Description of role

Coverent is seeking a Senior Data Science Consultant to lead program evaluation activities for a client in the US Intelligence Community. On this project, the Consultant will have the opportunity to demonstrate intellectual agility by leading data collection and data analysis activities to produce key performance insights. Furthermore, they will lead the implementation of recommendations when they are adopted by the customer. This project features the opportunity to interact with a wide range of key stakeholders, including those at senior levels. This is an exciting opportunity for an intellectually curious, energetic consultant to work on a project with real impact helping our client develop ways to understand and improve performance of activities that support delivery of the mission.

Responsibilities
Consult with clients on the development, prioritization and implementation of process improvement and impact evaluations tasks.
Develop recommendations for changes to policy, processes, communications and training to enable achievement of vision. Develop and implement research designs with practical strategies for measuring performance of organizational units and/or unit activities to include development of performance measures and design of actionable methods for collecting and analyzing data, and implement strategies and refine as needed.
Perform a variety of research activities to include document reviews, structured interviews, and gap analyses, and involves stakeholder identification and logistical coordination for data collection activities and documentation of discussions.
Analyze both qualitative and quantitative information to provide customer with comprehensive insights into organizational strengths and challenge areas.
Prepare visual presentations of data and analysis.
Prepare reports and presentations for senior leadership based on research plans, activities, findings and recommendations.
Brief senior level customers on research plans, activities, findings and recommendations.
Requirements
U.S. Citizenship
Active TS/SCI clearance w/ Poly
Must have a Bachelors degree ; Masters degree in business, social science, or behavioral science preferred
3+ years of experience in a consulting role in the IC
Experience extracting insights from social media data using data analysis techniques
Experience developing and implementing change management strategies
Demonstrated experience designing and implementing organizational or programmatic performance measurement strategies
Proven ability to analyze data and translate analysis into meaningful insights
General understanding of data coding, data integrity, and statistical sampling and analysis concepts
Experience developing presentations and providing briefings to middle and senior management
Excellent oral and written communication skills, including visual representation of data using charts and graphs
Advanced proficiency with MS Excel and PowerPoint
Ability to perform in an individual contributor role while also excelling in a team environment
Ability to analyze information and identify implications for policy, processes, communications and training
Demonstrated experience leading qualitative research and program evaluation activities to include experience leading structured interviews
Familiarity with industry-standard data science and visualization tools
Familiarity with advanced statistical concepts
Some knowledge of Python scripting
Indeed Hire and Coverent are working together to find the best candidate for this job.

__
*

By applying, you agree to be contacted by our agent, Indeed Hire, and receive updates via text and phone about your application.

Job Type: Full-time

Pay: $140,000.00 - $185,000.00 per year

Experience:
extracting insights from social media data: 1 year (Required)
developing and implementing change management strategies: 1 year (Required)
analyze data and translate analysis into meaningful insights: 1 year (Required)
Education:
Bachelor's (Required)
License:
TS/SCI clearance w/ Full Polygraph (Required)
Benefits:
None
Schedule:
Other",4.1,"Coverent LLC
4.1","McLean, VA",-1,51 to 200 Employees,2008,Company - Private,Consulting,Business Services,$25 to $50 million (USD),-1
Data Scientist,$60K-$105K (Glassdoor est.),"This programs mission is designed to accelerate the development and application of Agency data science capabilities, including artificial intelligence and machine learning to the Agency’s core mission. Data science engineers will focus on cross-cutting technical capabilities and providing ad-hoc support to the needs of the DDI and Agency Mission Centers.

This position is CONTINGENT upon contract award. Our recruiting team will follow up with you on your application. Our hiring team will not start the interview evaluation process until award.

The Data Scientist will show a ability to show creativity and innovation to go beyond current tools to deliver the best solution to complex problems. Ability to leverage multiple data management tools to organize relevant information and make decisions. Ability to develop comprehensive software applications. Ability to translate complex, technical findings into an easily understood narrative (i.e., tell a story with the data) in graphical, verbal, or written form. Ability to multitask and change focus quickly as mission needs change. Ability work collaboratively and effectively in a team environment. Ability to establish and maintain internal and external professional networks including subject matter experts, collectors, and decision makers that are necessary to carry out tasks or projects. Familiarity with project management concepts and principles

Minimum Qualifications:
Senior or Expert skill level
Five or more (Senior) or Ten or more (Expert) years of related experience
Working (Senior) or Thorough (Expert) knowledge of individual, organizational, technological, or transnational issues of national security concern
Prior experience with the Intelligence Community and methodological experience in some of the following areas: Relationships and discovery (correlating, enriching and prioritizing data about activity among actors, devices or facilities to enable the discovery of structure, roles, key relationships and targets). Situational awareness (unifying data into a single context, allowing the current situation to be accurately and quickly understood). Systems modeling (building a computational analog of a real-world system political, military, economic, social or technical -to understand how it operates, what it is capable of, and how it may react to shocks). Business analytics (supporting data-driven decisions about how we can improve the business of intelligence).
Thorough (Expert) or Working (Senior) knowledge of appropriate analytic methods and methodological tools in two or more (for Senior)/all three (for Expert) of the following areas: Applied mathematics (e.g. probability and statistics, multi variable calculus, linear algebra, ordinary and partial differential equations, stochastic processes, graph theory). Computer programming (e.g., scripting, data parsing/ETL, artificial intelligence, machine learning, math/statistics packages, natural language processing, software versioning, distributed computing). Visualization (e.g., dashboard creation, network analysis, GIS/geospatial analysis, telemetry analysis)
Thorough (Expert) or Working (Senior) knowledge of Python and some of the following software/tools: SQL, R, Hadoop, Spark, Java, C/C , Git, Bash, Tableau, ArcGIS, Unix commands.
Thorough (Expert) or Working (Senior) knowledge of research design principles
Thorough (Expert) or Working (Senior) knowledge of intelligence collection methods, capabilities, and tasking process.
Clearance: Position requires a Top Secret/SCI security clearance, based on current background investigation (SBI), as well as the favorable completion of polygraph. Clearance and polygraph processing will be completed by the U.S. Government.
U.S. Citizenship (Required)
• Favorable Criminal History Check
• Education Verification
• Abuse/Illegal Drug Use
• Credit Check
• Subject Interview",3.6,"Jacobs Engineering Group Inc.
3.6","Reston, VA",-1,10000+ Employees,1947,Company - Public,Architectural & Engineering Services,Business Services,$10+ billion (USD),-1
Data Scientist,$60K-$105K (Glassdoor est.),"Hotel Engine (https://www.hotelengine.com) is a high-growth, Denver-based tech company that is innovating the business travel industry with a free, private hotel booking management platform. With over 300,000 hotel properties globally, Hotel Engine offers up to 60% off publicly available hotel rates for small-to-medium businesses, large enterprises, and government travelers.

Serving industries like construction, transportation and logistics, healthcare, retail, and more, Hotel Engine has customized hotel reservation management solutions built for the control, transparency, billing, and support needs of organizations of any size and industry.

Hotel Engine has experienced tremendous growth and is building a data science and engineering function to support this trajectory. Establishing and maintaining high-quality data assets, data infrastructure, and data science capabilities is critical for the companys continued success. We are looking to add a Data Scientist to the team to lead high-impact projects and build key models that will directly impact product and business decisions. You will join as one of the teams early members with an opportunity to design, build, and scale analytics and data systems from the ground up.

Your responsibilities will include:

Partnering with stakeholders across product, finance, sales and marketing to lead analytics and modeling projects and derive actionable insights to drive better product and business performance
Lead data acquisition and management to inform business decisions and product design
Design and build models and statistical analyses to both answer specific business questions and power some key product features

Lead product and growth experiments
Build relevant ETL pipelines to generate and track performance metrics
Partner with data engineers to establish data assets and feature stores for process automation, advanced analytics and machine learning

Requirements:

Masters degree in Economics, Statistics, Operations Research or related quantitative field
2+ years of relevant work experience as a Data Analyst, Data Scientist or Economist with a track record of manipulating, and extracting value from large datasets
Experience building complex SQL queries
Strong fundamentals in statistics and econometrics (e.g. regressions, hypothesis testing)
Excellent communication skills with the ability to distill complex issues and analyses
Fluency in Python or R
Familiarity with ETL processes
Experience with AWS technologies is a plus
Prior experience in experimental design is a plus
Benefits list:
Medical, dental, vision, and supplemental insurance
Free 'Employee Only' healthcare coverage
401k plan
Unlimited vacation
Paid holidays, sick time, and volunteer opportunities
Discounted hotel rates
Paid parental leave
Craft brews and ciders on tap
Company-sponsored social events and happy hours
Free organic fruit, snacks, and beverages
Relaxed office and dress code
Free on-site parking and bicycle storage
Unmatched views of the Rocky Mountains",4.0,"Hotel Engine
4.0","Denver, CO",-1,51 to 200 Employees,2015,Company - Private,"Hotels, Motels, & Resorts",Travel & Tourism,Unknown / Non-Applicable,-1
Data Scientist,$60K-$105K (Glassdoor est.),"Waystar modernizes the healthcare revenue cycle through innovative, cloud-based technology. We provide the highest-rated client experience to more than 450,000 providers, 22,000 healthcare organizations and 750 health systems and hospitals around the country. Together, our technology, data and client support streamline workflows and improve financials for our clients, so that they can focus on their patients. We are deeply committed to living out our organizational values: honesty; passion; curiosity; fanatical focus; best work, always; making it happen; and joyful, optimistic and fun.

What is the purpose of this position?
We are looking for an experienced Data Scientist, who has previously supported Healthcare software applications. The data scientist role involves solving technical, data-driven Healthcare problems using computer science, mathematical, predictive modeling and statistical methods, & knowledge. This person will interact with teams from Account Management to Application Engineering and R&D, to conduct detailed analysis and experimentation to maximize the utility of predictive modeling, analytic and machine learning across Waystar's product line. The role will focus on extending machine learning, predictive modeling, and analytic components to provide up-to-date intelligence to Healthcare providers maximizing outcomes. An ideal candidate for this position can approach problem-solving challenges independently, has a strong attention to detail, and enjoys working in a fast-paced, collaborative, and team-based environment.

Looking for some details?
Works closely with Application Engineering, Product Management, and Operational teams in designing, experimenting-with, and implementing machine learning and analytical systems applied to design information and user behavior
Works closely with Application Engineering teams to gather and process data, as well as in surfacing various analytically-based features in core products
Works on groundbreaking new applications of machine learning and analytic technology to Healthcare, producing quantitative, justifiable results to guide feature planning
Translates real-world Healthcare problems to mathematical frameworks
Works with Product Management, Marketing, and Sales as needed to promote sales and to incorporate market and customer feedback
Data exploration, hypothesis creation (from business and product goals), testing algorithms, scaling to large data-sets and validating results will be common tasks for this role
Understands, organizes, and communicates root causes of problems and successes succinctly
Do you fit our team?
Complete familiarity with various statistical and machine learning techniques including: classification, regression, dimension reduction, clustering, and various multivariate methods
Complete familiarity with empirical approaches to estimate performance of machine learning models including: hold-out sets, cross-validation, leave-one-out testing
Understanding of orders of algorithms and how they scale
Demonstrated competency in R/Python predictive modeling
Demonstrated competency in RDBMS (e.g. SQL Server)
Ability to code in 1+ general purpose programming language (C#, Java, etc.)
Must be a quick-learner with the ability to multi-task in a fast-paced environment
Outstanding presentation abilities and the ability to communicate with all levels of the Business
Comfortable working in newly-forming, ambiguous areas where learning and adaptability are key skills
Outstanding communication and interpersonal skills
Must possess strong analytical, problem-solving, and writing skills
Proficient in Microsoft Office applications
Detail-oriented
Preferred Skills:
Master of Science degree or higher in the fields of Computer Science, Statistics, or Mathematics is preferred
An aptitude for medical informatics is preferred
In compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification document form upon hire.",3.6,"Waystar
3.6","Chicago, IL",-1,501 to 1000 Employees,-1,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1
Data Scientist,$60K-$105K (Glassdoor est.),"The Data team at Ordergroove is looking to hire a Data Scientist to join our growing lineup. Our team impacts the lives of millions of consumers through Ordergroove's AI platform which powers the retail experience of some of world's largest brands. On this platform the data science team is creating the foundational infrastructure for a new collection of data and AI driven products to enable frictionless commerce. If you're interested in a crucial role designing and building insights that feed highly visible products, then this role might be for you.

What you will do:
Devise, research, test and develop new ways that use our data to build long lasting relationships for some of the biggest brands in the world, impacting the lives of millions of users.
Build and improve resilient and scalable models for both batch and real-time services.
Evaluate and test the tradeoffs between competing machine learning models, methodologies and architectures.
Work alongside awesome engineers in an agile environment, constantly striving to be more innovative and efficient.
About you:


You have an innate curiosity to find and explore business problems using data and understand best ways to extract real world value from your insights.
You are self driven and prepared to work in a fast paced startup environment.
You are passionate about leveraging the best of breed technology/methodologies and eager to learn new skills.
You write professional level Python on a daily basis (R additionally a plus).
You are skilled at writing and optimizing SQL (core application DBs use MySQL Google BigQuery).
You have a degree in statistics, mathematics, computer science, economics, or another quantitative field and 2+ years experience in a data science role.
Bonus points for:


Startup and SaaS experience strongly preferred
Previous experience building models for subscription products
Previous e-commerce experience a bonus
You ideally have experience with Apache Airflow
You understand at least one Python-based web framework (Django, Flask etc)
You have hands-on experience with Google Cloud Platform
If you don't meet 100% of the qualifications outlined above - that's okay, nobody's perfect! We encourage you to apply if you think this is a role that would make you excited to come into work every day.

About Ordergroove:
Raised $40M from top notch investors
Headquartered in the heart of NYC (with offices in Austin and Denver)
Over 100 clients including The Honest Company, L'Oreal, Home Depot, Bed Bath & Beyond, Walmart, PetSmart, GNC and Pepsi
Meet some of the team you'll be working with: Rob O'Callaghan & Eugene Kozhukalo
We're a close-knit team of passionate engineers, marketers and innovators whose mission is to help our clients become an indispensable part of their customers' lives through Relationship Commerce. We've raised over $40M in venture capital and are planning to grow our team to 100 people this year!

Recently named one of the 2020 Best Companies to Work For in New York, our collaborative culture celebrates independent thinking and curiosity. We demand the best of ourselves and each other and never miss an opportunity to celebrate our success. Company events include hackathons, wine tours, summer BBQs, trips to baseball games and game nights.

We compete hard for the industry's best talent by offering great employee benefits including one of the most flexible PTO policies you'll find, highly competitive compensation and meaningful stock option grants. Our New York HQ is minutes from all of the major subways and boasts a 6,000 square foot private outdoor terrace overlooking beautiful downtown Manhattan.

When you join the Ordergroove team you'll be surrounded by smart, fun people working to transform the business of commerce! If you're ready for a high-impact role at a company creating groundbreaking solutions, we invite you to learn more and apply!

At Ordergroove we are committed to creating a welcoming and supportive environment for all people. We do not discriminate against anyone for any reason. We encourage people with different backgrounds and experiences to join our growing team.",3.7,"Ordergroove, Inc.
3.7","New York, NY",-1,51 to 200 Employees,2010,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1
Data Scientist,$60K-$105K (Glassdoor est.),"Position Overview:

Deep Labs is seeking an experienced, enthusiastic Data Scientist to join our growing Deep Labs AI team that is designing & building solutions for some of our client's most challenging problems. The ideal candidate will have a strong background working with data, experience applying machine learning and deep learning techniques to real-world problems, and a natural curiosity and desire to experiment, evaluate and solve problems as part of a fast-paced and growing, product-driven technology team. The role reports to the VP, Data Science & Engineering.

Responsibilities:
Build regression, classification and clustering models using Machine Learning and/or Deep Learning algorithms and techniques (e.g. CNN, LSTM, GAN, transfer learning, reinforcement learning, graph learning)
Identify opportunities to enrich and integrate data from multiple, diverse sources
Build, train and evaluate prototype models, using a tool or framework of choice
Work closely with engineering/infrastructure teams to help transition models from development to production
Follow a methodical, analytical approach and have a natural curiosity to understand and get the best from data
Collaboration across teams: communicate effectively across a variety of technical and non-technical audiences
Experience:
Minimum of 3 years of experience in a dedicated Data Scientist role modeling fraud/risk, in one or more of the following industries: finance, payments, banking, risk, fraud, identity or behavioral analytics
Knowledge and experience of Python (preferred) or R, and associated data manipulation/analysis libraries
Working knowledge of open-source machine/deep learning tools and frameworks (e.g. Tensorflow, pytorch, h2o.ai, Databricks, scikit-learn)
Experience using data mining & descriptive analytics to explore and profile new datasets, perform feature selection and extraction, and develop ethical and interpretable models
Knowledge and/or work experience of public cloud environments (e.g. Google GCP or Amazon AWS)
Education: Masters or PhD level qualification in computer science, mathematics, or related discipline

Specific Skills:
Knowledge and experience of good software engineering practices
Keen interest and desire to stay abreast of the latest developments in AI research and industry
Demonstrated ability to take initiative and interact within a global team environment
Strong analytical and quantitative skills; strong attention to detail
Why Deep Labs?

At Deep Labs there is tremendous potential to learn and grow, while also contributing to policies, decisions, and the direction of the company. We offer competitive compensation and benefits, and provide a highly open, honest, and fun work environment.

Our company is committed to equal employment opportunity. We will not discriminate against employees or applicants for employment on any legally-recognized basis [""protected class""] including, but not limited to: age, race, gender, pregnancy, religion or creed, color, national origin, sexual orientation, disability, genetic characteristics, military or veteran status, uniform service member status or any other protected class under federal, state or local law.",3.7,"Deep Labs
3.7","San Francisco, CA",-1,1 to 50 Employees,2015,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1
Data Scientist,$60K-$105K (Glassdoor est.),"Description:Are you ready to take your career to a new level and work at an extraordinary company in Herndon, VA?

The coolest jobs on this planet or any other are with Lockheed Martin Space.

Lockheed Martin is a pioneer, partner, innovator and builder. Our amazing men and women are on a mission to make a difference in the world and every single day we use our unique skills and experiences to create, design and build solutions to some of the worlds hardest engineering problems.

Do you want to be part of a culture that inspires employees to think big, perform with excellence and build incredible products? We provide the resources, inspiration and focus - if you have the passion and courage to dream big, then we want to build a better tomorrow with you.

Do you have a passion for working on emerging technologies? Cyber is an essential element of Spaces strategy for growth as these skill-sets have become essential to meeting customer and internal needs. In support of new programs, our Cyber Exploitation teams are building capabilities and specialized tools and techniques. We are increasing focus and emphasis on our customers hardest problems, including challenges unique to the of cyber security tools and integrated effects.

We are looking for a Data Scientist who will support our product with insights gained from analyzing customer data. The ideal candidate is adept at using large data sets to find opportunities for product and process optimization and using models to test the effectiveness of different courses of action. They must have strong experience using a variety of data mining/data analysis methods, using a variety of data tools, building and implementing models, using/creating algorithms and creating/running simulations. They must have a proven ability to drive business results with their data-based insights.

They must be comfortable working with a wide range of stakeholders and functional teams. The right candidate will have a passion for discovering solutions hidden in large data sets and working with stakeholders to improve business outcomes.

Applicants selected will be subject to a government security investigation and must meet eligibility requirements for access to classified information.
Basic Qualifications:
Ten (10+) Expert years of related experience.
Thorough knowledge of individual, organizational, technological, or transnational issues of national security concern.
Prior experience with the Intelligence Community and methodological experience in some of the following areas: relationships and discovery (correlating, enriching and prioritizing data about activity of actors, devices or facilities to enable the discovery of structure, roles, key relationships and targets), situational awareness (unifying data into a single context, allowing the current situation to be accurately and quickly understood), systems modeling (building a computational analog of a real-world system - political, military, economic, social or technical -- to understand how it operates, what it is capable of, and how it may react to shocks) and business analytics (supporting data-driven decisions about how we can improve the business of intelligence).
Thorough/Working knowledge of appropriate analytic methods and methodological tools in all three of the following areas:
o Applied mathematics (e.g. probability and statistics, multivariable calculus, linear algebra, ordinary and partial differential equations, stochastic processes, graph theory).
o Computer programming (e.g. scripting, data parsing/ETL, artificial intelligence, machine learning, math/statistics packages, natural language processing, software versioning, distributed.
o Visualization (e.g. dashboard creation, network analysis, GIS/geospatial analysis, telemetry analysis).
Desired Skills:
Thorough/Working knowledge of Python and some of the following software/tools: SQL, R, Hadoop, Spark, Java, C/C++, Git Bash, Tableau, ArcGIS, Unix commands.
Thorough/Working knowledge of research designs.
Thorough/Working knowledge of collection methods, capabilities and tasking process.
Familiarity with project management concepts and principles.
Intellectual curiosity; creativity and innovation to go beyond current tools to deliver the best solution to complex problems.
Strong analytical and critical thinking skills.
BASIC QUALIFICATIONS:
job.Qualifications

Lockheed Martin is an Equal Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, age, protected veteran status, or disability status.
Join us at Lockheed Martin, where your mission is ours. Our customers tackle the hardest missions. Those that demand extraordinary amounts of courage, resilience and precision. Theyre dangerous. Critical. Sometimes they even provide an opportunity to change the world and save lives. Those are the missions we care about.

As a leading technology innovation company, Lockheed Martins vast team works with partners around the world to bring proven performance to our customers toughest challenges. Lockheed Martin has employees based in many states throughout the U.S., and Internationally, with business locations in many nations and territories.
EXPERIENCE LEVEL:
Experienced Professional",3.8,"Lockheed Martin Corporation
3.8","Herndon, VA",-1,10000+ Employees,1995,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),-1
Data Scientist,$60K-$105K (Glassdoor est.),"About Joby
Located in Northern California, the Joby Aviation team has been steadily working toward our goal of providing safe, affordable, fully electric air transportation that is accessible to everyone. Imagine an air taxi that takes off vertically, then quietly and quickly carries you over the congestion below, giving you back that time you’d otherwise spend sitting in traffic. Technology has advanced to the point where designing and operating an all-electric aircraft is completely viable. Our team has been discreetly designing and flight testing this vehicle and is looking for talented individuals to see it through certification and high rate production.
About the Job
Working as a Data Scientist you will be responsible for developing analytical tools and reporting results from numerous tests and flight operations centered around the powertrain. You should be able to work cohesively inside of an engineering team, understand both data systems and physical systems, and have an eye for anomalies in physical test data. You will also need to work closely with your colleagues across a broad set of highly technical disciplines who depend on data. The ideal candidate is energetic, has a positive attitude, is flexible and excited about learning and using new technologies.
Responsibilities:
Wrangle data from a multitude of formats and systems (TDMS, AVRO, PostgreSQL, AWS, etc).
Make sense of and “clean” data from a number of physical tests (the aircraft, reliability test equipment, subsystem tests, etc.).
Work closely with engineers to understand the test and clearly present on the results.
Work with the data engineering team to develop and maintain efficient data pipelines.
Develop tools to make processing and reporting on data as consistent and easy as possible.
Leverage statistics, numerical fitting methods, and a fundamental knowledge of powertrain systems to draw conclusions.
Required:
University degree in computer science, engineering, physics, or similar field.
Expert knowledge of python and data libraries (pandas, scipy, etc.).
Experience with data system architectures in relation to how to store, fetch, and manipulate data (SQL, custom APIs, etc).
Experience with data visualization tools (matplotlib, bokeh, plotly, etc.).
Experience with physical systems and an intuition around powertrain components and data.
Excellent communication skills.
Ability to support and work closely with a myriad of colleagues who are experts in aircraft design, systems engineering, test engineering, flight test operations, and machine learning.

Desired
Experience with Spark or other big data tools is a big plus.
Experience with anomaly detection.
Experience with streaming architectures (Kafka, Kinesis, etc.).
Experience with machine learning techniques and methodologies.",4.3,"Joby Aviation
4.3","San Carlos, CA",-1,51 to 200 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
